Site,Occasion,Deer_Count,Coyote_Count,distance,lon,lat,Site_Number,Habitat_Type,o.date,monthfire,Effort
Site84,o2,NA,NA,18.3,-118.9862529,34.1786549,84,Small Patch,2014-02-13,10.2,0
Site84,o3,NA,NA,18.3,-118.9862529,34.1786549,84,Small Patch,2014-03-15,11.3,0
Site84,o4,NA,NA,18.3,-118.9862529,34.1786549,84,Small Patch,2014-04-14,12.4,0
Site84,o5,NA,NA,18.3,-118.9862529,34.1786549,84,Small Patch,2014-05-14,13.5,0
Site84,o6,NA,NA,18.3,-118.9862529,34.1786549,84,Small Patch,2014-06-13,14.5,0
Site84,o7,NA,NA,18.3,-118.9862529,34.1786549,84,Small Patch,2014-07-13,15.6,0
Site84,o8,NA,NA,18.3,-118.9862529,34.1786549,84,Small Patch,2014-08-12,16.7,0
Site84,o9,NA,NA,18.3,-118.9862529,34.1786549,84,Small Patch,2014-09-11,17.8,0
Site84,o10,NA,NA,18.3,-118.9862529,34.1786549,84,Small Patch,2014-10-11,18.8,0
Site84,o11,NA,NA,18.3,-118.9862529,34.1786549,84,Small Patch,2014-11-10,19.9,0
Site84,o12,NA,NA,18.3,-118.9862529,34.1786549,84,Small Patch,2014-12-10,21,0
Site84,o13,0,1,18.3,-118.9862529,34.1786549,84,Small Patch,2015-01-09,22,11
Site84,o14,0,1,18.3,-118.9862529,34.1786549,84,Small Patch,2015-02-08,23.1,30
Site84,o15,0,0,18.3,-118.9862529,34.1786549,84,Small Patch,2015-03-10,24.2,30
Site84,o16,0,0,18.3,-118.9862529,34.1786549,84,Small Patch,2015-04-09,25.2,30
Site84,o17,0,0,18.3,-118.9862529,34.1786549,84,Small Patch,2015-05-09,26.3,30
Site84,o18,0,0,18.3,-118.9862529,34.1786549,84,Small Patch,2015-06-08,27.4,30
Site84,o19,0,0,18.3,-118.9862529,34.1786549,84,Small Patch,2015-07-08,28.5,30
Site84,o20,0,0,18.3,-118.9862529,34.1786549,84,Small Patch,2015-08-07,29.5,7
Site85,o1,NA,NA,882.1,-118.913842,34.10914941,85,Control,2014-01-14,9.2,0
Site85,o2,NA,NA,882.1,-118.913842,34.10914941,85,Control,2014-02-13,10.2,0
Site85,o3,NA,NA,882.1,-118.913842,34.10914941,85,Control,2014-03-15,11.3,0
Site85,o4,NA,NA,882.1,-118.913842,34.10914941,85,Control,2014-04-14,12.4,0
Site85,o5,NA,NA,882.1,-118.913842,34.10914941,85,Control,2014-05-14,13.5,0
Site85,o6,NA,NA,882.1,-118.913842,34.10914941,85,Control,2014-06-13,14.5,0
Site85,o7,NA,NA,882.1,-118.913842,34.10914941,85,Control,2014-07-13,15.6,0
Site85,o8,NA,NA,882.1,-118.913842,34.10914941,85,Control,2014-08-12,16.7,0
Site85,o9,NA,NA,882.1,-118.913842,34.10914941,85,Control,2014-09-11,17.8,0
Site85,o10,NA,NA,882.1,-118.913842,34.10914941,85,Control,2014-10-11,18.8,0
Site85,o11,0,0,882.1,-118.913842,34.10914941,85,Control,2014-11-10,19.9,9
Site85,o12,NA,NA,882.1,-118.913842,34.10914941,85,Control,2014-12-10,21,0
Site85,o13,NA,NA,882.1,-118.913842,34.10914941,85,Control,2015-01-09,22,0
Site85,o14,NA,NA,882.1,-118.913842,34.10914941,85,Control,2015-02-08,23.1,0
Site85,o15,NA,NA,882.1,-118.913842,34.10914941,85,Control,2015-03-10,24.2,0
Site85,o16,NA,NA,882.1,-118.913842,34.10914941,85,Control,2015-04-09,25.2,0
Site85,o17,NA,NA,882.1,-118.913842,34.10914941,85,Control,2015-05-09,26.3,0
Site85,o18,NA,NA,882.1,-118.913842,34.10914941,85,Control,2015-06-08,27.4,0
Site85,o19,NA,NA,882.1,-118.913842,34.10914941,85,Control,2015-07-08,28.5,0
Site85,o20,NA,NA,882.1,-118.913842,34.10914941,85,Control,2015-08-07,29.5,0
Site86,o1,NA,NA,528.5,-118.913842,34.10914941,86,Control,2014-01-14,9.2,0
Site86,o2,NA,NA,528.5,-118.913842,34.10914941,86,Control,2014-02-13,10.2,0
Site86,o3,NA,NA,528.5,-118.913842,34.10914941,86,Control,2014-03-15,11.3,0
Site86,o4,NA,NA,528.5,-118.913842,34.10914941,86,Control,2014-04-14,12.4,0
Site86,o5,NA,NA,528.5,-118.913842,34.10914941,86,Control,2014-05-14,13.5,0
Site86,o6,NA,NA,528.5,-118.913842,34.10914941,86,Control,2014-06-13,14.5,0
Site86,o7,NA,NA,528.5,-118.913842,34.10914941,86,Control,2014-07-13,15.6,0
Site86,o8,NA,NA,528.5,-118.913842,34.10914941,86,Control,2014-08-12,16.7,0
Site86,o9,NA,NA,528.5,-118.913842,34.10914941,86,Control,2014-09-11,17.8,0
Site86,o10,NA,NA,528.5,-118.913842,34.10914941,86,Control,2014-10-11,18.8,0
Site86,o11,0,0,528.5,-118.913842,34.10914941,86,Control,2014-11-10,19.9,29
Site86,o12,0,0,528.5,-118.913842,34.10914941,86,Control,2014-12-10,21,10
Site86,o13,NA,NA,528.5,-118.913842,34.10914941,86,Control,2015-01-09,22,0
Site86,o14,NA,NA,528.5,-118.913842,34.10914941,86,Control,2015-02-08,23.1,0
Site86,o15,NA,NA,528.5,-118.913842,34.10914941,86,Control,2015-03-10,24.2,0
Site86,o16,NA,NA,528.5,-118.913842,34.10914941,86,Control,2015-04-09,25.2,0
Site86,o17,NA,NA,528.5,-118.913842,34.10914941,86,Control,2015-05-09,26.3,0
Site86,o18,NA,NA,528.5,-118.913842,34.10914941,86,Control,2015-06-08,27.4,0
Site86,o19,NA,NA,528.5,-118.913842,34.10914941,86,Control,2015-07-08,28.5,0
Site86,o20,NA,NA,528.5,-118.913842,34.10914941,86,Control,2015-08-07,29.5,0
Site87,o1,NA,NA,202.5,-118.9425426,34.07411717,87,Control,2014-01-14,9.2,0
Site87,o2,NA,NA,202.5,-118.9425426,34.07411717,87,Control,2014-02-13,10.2,0
Site87,o3,NA,NA,202.5,-118.9425426,34.07411717,87,Control,2014-03-15,11.3,0
Site87,o4,NA,NA,202.5,-118.9425426,34.07411717,87,Control,2014-04-14,12.4,0
Site87,o5,NA,NA,202.5,-118.9425426,34.07411717,87,Control,2014-05-14,13.5,0
Site87,o6,NA,NA,202.5,-118.9425426,34.07411717,87,Control,2014-06-13,14.5,0
Site87,o7,NA,NA,202.5,-118.9425426,34.07411717,87,Control,2014-07-13,15.6,0
Site87,o8,0,0,202.5,-118.9425426,34.07411717,87,Control,2014-08-12,16.7,6
Site87,o9,0,0,202.5,-118.9425426,34.07411717,87,Control,2014-09-11,17.8,30
Site87,o10,0,0,202.5,-118.9425426,34.07411717,87,Control,2014-10-11,18.8,30
Site87,o11,0,0,202.5,-118.9425426,34.07411717,87,Control,2014-11-10,19.9,30
Site87,o12,0,0,202.5,-118.9425426,34.07411717,87,Control,2014-12-10,21,30
Site87,o13,0,0,202.5,-118.9425426,34.07411717,87,Control,2015-01-09,22,30
Site87,o14,0,0,202.5,-118.9425426,34.07411717,87,Control,2015-02-08,23.1,30
Site87,o15,0,0,202.5,-118.9425426,34.07411717,87,Control,2015-03-10,24.2,30
Site87,o16,0,0,202.5,-118.9425426,34.07411717,87,Control,2015-04-09,25.2,4
Site87,o17,NA,NA,202.5,-118.9425426,34.07411717,87,Control,2015-05-09,26.3,0
Site87,o18,NA,NA,202.5,-118.9425426,34.07411717,87,Control,2015-06-08,27.4,0
Site87,o19,NA,NA,202.5,-118.9425426,34.07411717,87,Control,2015-07-08,28.5,0
Site87,o20,NA,NA,202.5,-118.9425426,34.07411717,87,Control,2015-08-07,29.5,0
Site88,o1,NA,NA,544.5,-119.0640569,34.10817459,88,Burned,2014-01-14,9.2,0
Site88,o2,NA,NA,544.5,-119.0640569,34.10817459,88,Burned,2014-02-13,10.2,0
Site88,o3,NA,NA,544.5,-119.0640569,34.10817459,88,Burned,2014-03-15,11.3,0
Site88,o4,NA,NA,544.5,-119.0640569,34.10817459,88,Burned,2014-04-14,12.4,0
Site88,o5,NA,NA,544.5,-119.0640569,34.10817459,88,Burned,2014-05-14,13.5,0
Site88,o6,NA,NA,544.5,-119.0640569,34.10817459,88,Burned,2014-06-13,14.5,0
Site88,o7,NA,NA,544.5,-119.0640569,34.10817459,88,Burned,2014-07-13,15.6,0
Site88,o8,NA,NA,544.5,-119.0640569,34.10817459,88,Burned,2014-08-12,16.7,0
Site88,o9,NA,NA,544.5,-119.0640569,34.10817459,88,Burned,2014-09-11,17.8,0
Site88,o10,NA,NA,544.5,-119.0640569,34.10817459,88,Burned,2014-10-11,18.8,0
Site88,o11,NA,NA,544.5,-119.0640569,34.10817459,88,Burned,2014-11-10,19.9,0
Site88,o12,NA,NA,544.5,-119.0640569,34.10817459,88,Burned,2014-12-10,21,0
Site88,o13,NA,NA,544.5,-119.0640569,34.10817459,88,Burned,2015-01-09,22,0
Site88,o14,0,0,544.5,-119.0640569,34.10817459,88,Burned,2015-02-08,23.1,24
Site88,o15,1,0,544.5,-119.0640569,34.10817459,88,Burned,2015-03-10,24.2,6
Site88,o16,NA,NA,544.5,-119.0640569,34.10817459,88,Burned,2015-04-09,25.2,0
Site88,o17,NA,NA,544.5,-119.0640569,34.10817459,88,Burned,2015-05-09,26.3,0
Site88,o18,NA,NA,544.5,-119.0640569,34.10817459,88,Burned,2015-06-08,27.4,0
Site88,o19,NA,NA,544.5,-119.0640569,34.10817459,88,Burned,2015-07-08,28.5,0
Site88,o20,NA,NA,544.5,-119.0640569,34.10817459,88,Burned,2015-08-07,29.5,0
Site89,o1,NA,NA,662.4,-119.012729,34.07201316,89,Burned,2014-01-14,9.2,0
Site89,o2,NA,NA,662.4,-119.012729,34.07201316,89,Burned,2014-02-13,10.2,0
Site89,o3,NA,NA,662.4,-119.012729,34.07201316,89,Burned,2014-03-15,11.3,0
Site89,o4,NA,NA,662.4,-119.012729,34.07201316,89,Burned,2014-04-14,12.4,0
Site89,o5,NA,NA,662.4,-119.012729,34.07201316,89,Burned,2014-05-14,13.5,0
Site89,o6,1,0,662.4,-119.012729,34.07201316,89,Burned,2014-06-13,14.5,23
Site89,o7,1,0,662.4,-119.012729,34.07201316,89,Burned,2014-07-13,15.6,30
Site89,o8,0,0,662.4,-119.012729,34.07201316,89,Burned,2014-08-12,16.7,30
Site89,o9,0,0,662.4,-119.012729,34.07201316,89,Burned,2014-09-11,17.8,30
Site89,o10,0,0,662.4,-119.012729,34.07201316,89,Burned,2014-10-11,18.8,30
Site89,o11,0,0,662.4,-119.012729,34.07201316,89,Burned,2014-11-10,19.9,30
Site89,o12,0,0,662.4,-119.012729,34.07201316,89,Burned,2014-12-10,21,30
Site89,o13,0,0,662.4,-119.012729,34.07201316,89,Burned,2015-01-09,22,30
Site89,o14,0,0,662.4,-119.012729,34.07201316,89,Burned,2015-02-08,23.1,30
Site89,o15,0,0,662.4,-119.012729,34.07201316,89,Burned,2015-03-10,24.2,30
Site89,o16,1,1,662.4,-119.012729,34.07201316,89,Burned,2015-04-09,25.2,30
Site89,o17,1,0,662.4,-119.012729,34.07201316,89,Burned,2015-05-09,26.3,15
Site89,o18,NA,NA,662.4,-119.012729,34.07201316,89,Burned,2015-06-08,27.4,0
Site89,o19,NA,NA,662.4,-119.012729,34.07201316,89,Burned,2015-07-08,28.5,0
Site89,o20,NA,NA,662.4,-119.012729,34.07201316,89,Burned,2015-08-07,29.5,0
Site90,o1,NA,NA,809.3,-118.9949768,34.12538872,90,Small Patch,2014-01-14,9.2,0
Site90,o2,NA,NA,809.3,-118.9949768,34.12538872,90,Small Patch,2014-02-13,10.2,0
Site90,o3,NA,NA,809.3,-118.9949768,34.12538872,90,Small Patch,2014-03-15,11.3,0
Site90,o4,NA,NA,809.3,-118.9949768,34.12538872,90,Small Patch,2014-04-14,12.4,0
Site90,o5,NA,NA,809.3,-118.9949768,34.12538872,90,Small Patch,2014-05-14,13.5,0
Site90,o6,NA,NA,809.3,-118.9949768,34.12538872,90,Small Patch,2014-06-13,14.5,0
Site90,o7,NA,NA,809.3,-118.9949768,34.12538872,90,Small Patch,2014-07-13,15.6,0
Site90,o8,NA,NA,809.3,-118.9949768,34.12538872,90,Small Patch,2014-08-12,16.7,0
Site90,o9,1,1,809.3,-118.9949768,34.12538872,90,Small Patch,2014-09-11,17.8,14
Site90,o10,0,0,809.3,-118.9949768,34.12538872,90,Small Patch,2014-10-11,18.8,30
Site90,o11,0,0,809.3,-118.9949768,34.12538872,90,Small Patch,2014-11-10,19.9,30
Site90,o12,0,0,809.3,-118.9949768,34.12538872,90,Small Patch,2014-12-10,21,30
Site90,o13,0,0,809.3,-118.9949768,34.12538872,90,Small Patch,2015-01-09,22,30
Site90,o14,0,0,809.3,-118.9949768,34.12538872,90,Small Patch,2015-02-08,23.1,30
Site90,o15,9,1,809.3,-118.9949768,34.12538872,90,Small Patch,2015-03-10,24.2,30
Site90,o16,2,1,809.3,-118.9949768,34.12538872,90,Small Patch,2015-04-09,25.2,9
Site90,o17,NA,NA,809.3,-118.9949768,34.12538872,90,Small Patch,2015-05-09,26.3,0
Site90,o18,NA,NA,809.3,-118.9949768,34.12538872,90,Small Patch,2015-06-08,27.4,0
Site90,o19,NA,NA,809.3,-118.9949768,34.12538872,90,Small Patch,2015-07-08,28.5,0
Site90,o20,NA,NA,809.3,-118.9949768,34.12538872,90,Small Patch,2015-08-07,29.5,0
Site91,o1,NA,NA,466,-118.9073294,34.08651237,91,Control,2014-01-14,9.2,0
Site91,o2,NA,NA,466,-118.9073294,34.08651237,91,Control,2014-02-13,10.2,0
Site91,o3,NA,NA,466,-118.9073294,34.08651237,91,Control,2014-03-15,11.3,0
Site91,o4,NA,NA,466,-118.9073294,34.08651237,91,Control,2014-04-14,12.4,0
Site91,o5,NA,NA,466,-118.9073294,34.08651237,91,Control,2014-05-14,13.5,0
Site91,o6,NA,NA,466,-118.9073294,34.08651237,91,Control,2014-06-13,14.5,0
Site91,o7,NA,NA,466,-118.9073294,34.08651237,91,Control,2014-07-13,15.6,0
Site91,o8,0,0,466,-118.9073294,34.08651237,91,Control,2014-08-12,16.7,27
Site91,o9,0,0,466,-118.9073294,34.08651237,91,Control,2014-09-11,17.8,30
Site91,o10,1,0,466,-118.9073294,34.08651237,91,Control,2014-10-11,18.8,30
Site91,o11,0,0,466,-118.9073294,34.08651237,91,Control,2014-11-10,19.9,30
Site91,o12,0,0,466,-118.9073294,34.08651237,91,Control,2014-12-10,21,30
Site91,o13,0,0,466,-118.9073294,34.08651237,91,Control,2015-01-09,22,30
Site91,o14,0,0,466,-118.9073294,34.08651237,91,Control,2015-02-08,23.1,30
Site91,o15,0,0,466,-118.9073294,34.08651237,91,Control,2015-03-10,24.2,30
Site91,o16,0,0,466,-118.9073294,34.08651237,91,Control,2015-04-09,25.2,30
Site91,o17,0,0,466,-118.9073294,34.08651237,91,Control,2015-05-09,26.3,16
Site91,o18,NA,NA,466,-118.9073294,34.08651237,91,Control,2015-06-08,27.4,0
Site91,o19,NA,NA,466,-118.9073294,34.08651237,91,Control,2015-07-08,28.5,0
Site91,o20,NA,NA,466,-118.9073294,34.08651237,91,Control,2015-08-07,29.5,0
