Site,Occasion,Deer_Count,Coyote_Count,distance,lon,lat,Site_Number,Habitat_Type,o.date,monthfire,Effort
Site68,o14,NA,NA,536.7,-118.9470684,34.15427224,68,Large Patch,2015-02-08,23.1,0
Site68,o15,NA,NA,536.7,-118.9470684,34.15427224,68,Large Patch,2015-03-10,24.2,0
Site68,o16,NA,NA,536.7,-118.9470684,34.15427224,68,Large Patch,2015-04-09,25.2,0
Site68,o17,NA,NA,536.7,-118.9470684,34.15427224,68,Large Patch,2015-05-09,26.3,0
Site68,o18,0,0,536.7,-118.9470684,34.15427224,68,Large Patch,2015-06-08,27.4,16
Site68,o19,0,0,536.7,-118.9470684,34.15427224,68,Large Patch,2015-07-08,28.5,30
Site68,o20,0,0,536.7,-118.9470684,34.15427224,68,Large Patch,2015-08-07,29.5,1
Site69,o1,0,0,941.6,-118.9618756,34.15039364,69,Small Patch,2014-01-14,9.2,3
Site69,o2,0,0,941.6,-118.9618756,34.15039364,69,Small Patch,2014-02-13,10.2,30
Site69,o3,0,1,941.6,-118.9618756,34.15039364,69,Small Patch,2014-03-15,11.3,30
Site69,o4,0,0,941.6,-118.9618756,34.15039364,69,Small Patch,2014-04-14,12.4,30
Site69,o5,0,0,941.6,-118.9618756,34.15039364,69,Small Patch,2014-05-14,13.5,30
Site69,o6,0,0,941.6,-118.9618756,34.15039364,69,Small Patch,2014-06-13,14.5,30
Site69,o7,3,0,941.6,-118.9618756,34.15039364,69,Small Patch,2014-07-13,15.6,30
Site69,o8,0,0,941.6,-118.9618756,34.15039364,69,Small Patch,2014-08-12,16.7,30
Site69,o9,0,0,941.6,-118.9618756,34.15039364,69,Small Patch,2014-09-11,17.8,30
Site69,o10,0,0,941.6,-118.9618756,34.15039364,69,Small Patch,2014-10-11,18.8,30
Site69,o11,0,0,941.6,-118.9618756,34.15039364,69,Small Patch,2014-11-10,19.9,30
Site69,o12,0,0,941.6,-118.9618756,34.15039364,69,Small Patch,2014-12-10,21,30
Site69,o13,0,0,941.6,-118.9618756,34.15039364,69,Small Patch,2015-01-09,22,9
Site69,o14,NA,NA,941.6,-118.9618756,34.15039364,69,Small Patch,2015-02-08,23.1,0
Site69,o15,NA,NA,941.6,-118.9618756,34.15039364,69,Small Patch,2015-03-10,24.2,0
Site69,o16,NA,NA,941.6,-118.9618756,34.15039364,69,Small Patch,2015-04-09,25.2,0
Site69,o17,NA,NA,941.6,-118.9618756,34.15039364,69,Small Patch,2015-05-09,26.3,0
Site69,o18,NA,NA,941.6,-118.9618756,34.15039364,69,Small Patch,2015-06-08,27.4,0
Site69,o19,NA,NA,941.6,-118.9618756,34.15039364,69,Small Patch,2015-07-08,28.5,0
Site69,o20,NA,NA,941.6,-118.9618756,34.15039364,69,Small Patch,2015-08-07,29.5,0
Site70,o1,NA,NA,746.4,-118.9774871,34.15636458,70,Large Patch,2014-01-14,9.2,0
Site70,o2,NA,NA,746.4,-118.9774871,34.15636458,70,Large Patch,2014-02-13,10.2,0
Site70,o3,NA,NA,746.4,-118.9774871,34.15636458,70,Large Patch,2014-03-15,11.3,0
Site70,o4,NA,NA,746.4,-118.9774871,34.15636458,70,Large Patch,2014-04-14,12.4,0
Site70,o5,NA,NA,746.4,-118.9774871,34.15636458,70,Large Patch,2014-05-14,13.5,0
Site70,o6,NA,NA,746.4,-118.9774871,34.15636458,70,Large Patch,2014-06-13,14.5,0
Site70,o7,NA,NA,746.4,-118.9774871,34.15636458,70,Large Patch,2014-07-13,15.6,0
Site70,o8,NA,NA,746.4,-118.9774871,34.15636458,70,Large Patch,2014-08-12,16.7,0
Site70,o9,NA,NA,746.4,-118.9774871,34.15636458,70,Large Patch,2014-09-11,17.8,0
Site70,o10,NA,NA,746.4,-118.9774871,34.15636458,70,Large Patch,2014-10-11,18.8,0
Site70,o11,0,0,746.4,-118.9774871,34.15636458,70,Large Patch,2014-11-10,19.9,26
Site70,o12,0,0,746.4,-118.9774871,34.15636458,70,Large Patch,2014-12-10,21,30
Site70,o13,0,0,746.4,-118.9774871,34.15636458,70,Large Patch,2015-01-09,22,30
Site70,o14,0,0,746.4,-118.9774871,34.15636458,70,Large Patch,2015-02-08,23.1,30
Site70,o15,0,0,746.4,-118.9774871,34.15636458,70,Large Patch,2015-03-10,24.2,30
Site70,o16,0,0,746.4,-118.9774871,34.15636458,70,Large Patch,2015-04-09,25.2,30
Site70,o17,0,1,746.4,-118.9774871,34.15636458,70,Large Patch,2015-05-09,26.3,29
Site70,o18,NA,NA,746.4,-118.9774871,34.15636458,70,Large Patch,2015-06-08,27.4,0
Site70,o19,NA,NA,746.4,-118.9774871,34.15636458,70,Large Patch,2015-07-08,28.5,0
Site70,o20,NA,NA,746.4,-118.9774871,34.15636458,70,Large Patch,2015-08-07,29.5,0
Site71,o1,NA,NA,56.6,-118.994147,34.16797491,71,Large Patch,2014-01-14,9.2,0
Site71,o2,NA,NA,56.6,-118.994147,34.16797491,71,Large Patch,2014-02-13,10.2,0
Site71,o3,NA,NA,56.6,-118.994147,34.16797491,71,Large Patch,2014-03-15,11.3,0
Site71,o4,3,1,56.6,-118.994147,34.16797491,71,Large Patch,2014-04-14,12.4,28
Site71,o5,0,0,56.6,-118.994147,34.16797491,71,Large Patch,2014-05-14,13.5,30
Site71,o6,0,0,56.6,-118.994147,34.16797491,71,Large Patch,2014-06-13,14.5,30
Site71,o7,0,0,56.6,-118.994147,34.16797491,71,Large Patch,2014-07-13,15.6,30
Site71,o8,0,0,56.6,-118.994147,34.16797491,71,Large Patch,2014-08-12,16.7,30
Site71,o9,0,0,56.6,-118.994147,34.16797491,71,Large Patch,2014-09-11,17.8,30
Site71,o10,0,0,56.6,-118.994147,34.16797491,71,Large Patch,2014-10-11,18.8,30
Site71,o11,0,0,56.6,-118.994147,34.16797491,71,Large Patch,2014-11-10,19.9,30
Site71,o12,0,0,56.6,-118.994147,34.16797491,71,Large Patch,2014-12-10,21,30
Site71,o13,0,0,56.6,-118.994147,34.16797491,71,Large Patch,2015-01-09,22,30
Site71,o14,2,0,56.6,-118.994147,34.16797491,71,Large Patch,2015-02-08,23.1,30
Site71,o15,0,0,56.6,-118.994147,34.16797491,71,Large Patch,2015-03-10,24.2,30
Site71,o16,0,0,56.6,-118.994147,34.16797491,71,Large Patch,2015-04-09,25.2,30
Site71,o17,0,0,56.6,-118.994147,34.16797491,71,Large Patch,2015-05-09,26.3,30
Site71,o18,2,0,56.6,-118.994147,34.16797491,71,Large Patch,2015-06-08,27.4,30
Site71,o19,1,0,56.6,-118.994147,34.16797491,71,Large Patch,2015-07-08,28.5,30
Site71,o20,0,0,56.6,-118.994147,34.16797491,71,Large Patch,2015-08-07,29.5,8
Site72,o1,NA,NA,1421.3,-119.0301062,34.10567498,72,Burned,2014-01-14,9.2,0
Site72,o2,NA,NA,1421.3,-119.0301062,34.10567498,72,Burned,2014-02-13,10.2,0
Site72,o3,NA,NA,1421.3,-119.0301062,34.10567498,72,Burned,2014-03-15,11.3,0
Site72,o4,NA,NA,1421.3,-119.0301062,34.10567498,72,Burned,2014-04-14,12.4,0
Site72,o5,NA,NA,1421.3,-119.0301062,34.10567498,72,Burned,2014-05-14,13.5,0
Site72,o6,NA,NA,1421.3,-119.0301062,34.10567498,72,Burned,2014-06-13,14.5,0
Site72,o7,NA,NA,1421.3,-119.0301062,34.10567498,72,Burned,2014-07-13,15.6,0
Site72,o8,NA,NA,1421.3,-119.0301062,34.10567498,72,Burned,2014-08-12,16.7,0
Site72,o9,NA,NA,1421.3,-119.0301062,34.10567498,72,Burned,2014-09-11,17.8,0
Site72,o10,NA,NA,1421.3,-119.0301062,34.10567498,72,Burned,2014-10-11,18.8,0
Site72,o11,NA,NA,1421.3,-119.0301062,34.10567498,72,Burned,2014-11-10,19.9,0
Site72,o12,NA,NA,1421.3,-119.0301062,34.10567498,72,Burned,2014-12-10,21,0
Site72,o13,NA,NA,1421.3,-119.0301062,34.10567498,72,Burned,2015-01-09,22,0
Site72,o14,NA,NA,1421.3,-119.0301062,34.10567498,72,Burned,2015-02-08,23.1,0
Site72,o15,NA,NA,1421.3,-119.0301062,34.10567498,72,Burned,2015-03-10,24.2,0
Site72,o16,NA,NA,1421.3,-119.0301062,34.10567498,72,Burned,2015-04-09,25.2,0
Site72,o17,0,0,1421.3,-119.0301062,34.10567498,72,Burned,2015-05-09,26.3,8
Site72,o18,0,0,1421.3,-119.0301062,34.10567498,72,Burned,2015-06-08,27.4,30
Site72,o19,0,0,1421.3,-119.0301062,34.10567498,72,Burned,2015-07-08,28.5,11
Site72,o20,NA,NA,1421.3,-119.0301062,34.10567498,72,Burned,2015-08-07,29.5,0
Site73,o1,NA,NA,1410.8,-119.0297851,34.10526777,73,Burned,2014-01-14,9.2,0
Site73,o2,NA,NA,1410.8,-119.0297851,34.10526777,73,Burned,2014-02-13,10.2,0
Site73,o3,NA,NA,1410.8,-119.0297851,34.10526777,73,Burned,2014-03-15,11.3,0
Site73,o4,NA,NA,1410.8,-119.0297851,34.10526777,73,Burned,2014-04-14,12.4,0
Site73,o5,NA,NA,1410.8,-119.0297851,34.10526777,73,Burned,2014-05-14,13.5,0
Site73,o6,NA,NA,1410.8,-119.0297851,34.10526777,73,Burned,2014-06-13,14.5,0
Site73,o7,NA,NA,1410.8,-119.0297851,34.10526777,73,Burned,2014-07-13,15.6,0
Site73,o8,NA,NA,1410.8,-119.0297851,34.10526777,73,Burned,2014-08-12,16.7,0
Site73,o9,NA,NA,1410.8,-119.0297851,34.10526777,73,Burned,2014-09-11,17.8,0
Site73,o10,0,0,1410.8,-119.0297851,34.10526777,73,Burned,2014-10-11,18.8,5
Site73,o11,0,0,1410.8,-119.0297851,34.10526777,73,Burned,2014-11-10,19.9,20
Site73,o12,NA,NA,1410.8,-119.0297851,34.10526777,73,Burned,2014-12-10,21,0
Site73,o13,NA,NA,1410.8,-119.0297851,34.10526777,73,Burned,2015-01-09,22,0
Site73,o14,NA,NA,1410.8,-119.0297851,34.10526777,73,Burned,2015-02-08,23.1,0
Site73,o15,NA,NA,1410.8,-119.0297851,34.10526777,73,Burned,2015-03-10,24.2,0
Site73,o16,NA,NA,1410.8,-119.0297851,34.10526777,73,Burned,2015-04-09,25.2,0
Site73,o17,NA,NA,1410.8,-119.0297851,34.10526777,73,Burned,2015-05-09,26.3,0
Site73,o18,NA,NA,1410.8,-119.0297851,34.10526777,73,Burned,2015-06-08,27.4,0
Site73,o19,NA,NA,1410.8,-119.0297851,34.10526777,73,Burned,2015-07-08,28.5,0
Site73,o20,NA,NA,1410.8,-119.0297851,34.10526777,73,Burned,2015-08-07,29.5,0
Site74,o1,NA,NA,1624,-119.012729,34.07201316,74,Burned,2014-01-14,9.2,0
Site74,o2,NA,NA,1624,-119.012729,34.07201316,74,Burned,2014-02-13,10.2,0
Site74,o3,NA,NA,1624,-119.012729,34.07201316,74,Burned,2014-03-15,11.3,0
Site74,o4,NA,NA,1624,-119.012729,34.07201316,74,Burned,2014-04-14,12.4,0
Site74,o5,NA,NA,1624,-119.012729,34.07201316,74,Burned,2014-05-14,13.5,0
Site74,o6,0,0,1624,-119.012729,34.07201316,74,Burned,2014-06-13,14.5,23
Site74,o7,0,0,1624,-119.012729,34.07201316,74,Burned,2014-07-13,15.6,30
Site74,o8,0,0,1624,-119.012729,34.07201316,74,Burned,2014-08-12,16.7,30
Site74,o9,0,0,1624,-119.012729,34.07201316,74,Burned,2014-09-11,17.8,30
Site74,o10,0,0,1624,-119.012729,34.07201316,74,Burned,2014-10-11,18.8,30
Site74,o11,0,0,1624,-119.012729,34.07201316,74,Burned,2014-11-10,19.9,30
Site74,o12,0,0,1624,-119.012729,34.07201316,74,Burned,2014-12-10,21,30
Site74,o13,0,0,1624,-119.012729,34.07201316,74,Burned,2015-01-09,22,30
Site74,o14,0,0,1624,-119.012729,34.07201316,74,Burned,2015-02-08,23.1,30
Site74,o15,0,0,1624,-119.012729,34.07201316,74,Burned,2015-03-10,24.2,30
Site74,o16,0,1,1624,-119.012729,34.07201316,74,Burned,2015-04-09,25.2,30
Site74,o17,0,0,1624,-119.012729,34.07201316,74,Burned,2015-05-09,26.3,15
Site74,o18,NA,NA,1624,-119.012729,34.07201316,74,Burned,2015-06-08,27.4,0
Site74,o19,NA,NA,1624,-119.012729,34.07201316,74,Burned,2015-07-08,28.5,0
Site74,o20,NA,NA,1624,-119.012729,34.07201316,74,Burned,2015-08-07,29.5,0
Site76,o1,NA,NA,1517.5,-119.0359916,34.10495087,76,Burned,2014-01-14,9.2,0
Site76,o2,NA,NA,1517.5,-119.0359916,34.10495087,76,Burned,2014-02-13,10.2,0
Site76,o3,NA,NA,1517.5,-119.0359916,34.10495087,76,Burned,2014-03-15,11.3,0
Site76,o4,NA,NA,1517.5,-119.0359916,34.10495087,76,Burned,2014-04-14,12.4,0
Site76,o5,NA,NA,1517.5,-119.0359916,34.10495087,76,Burned,2014-05-14,13.5,0
Site76,o6,NA,NA,1517.5,-119.0359916,34.10495087,76,Burned,2014-06-13,14.5,0
Site76,o7,NA,NA,1517.5,-119.0359916,34.10495087,76,Burned,2014-07-13,15.6,0
Site76,o8,NA,NA,1517.5,-119.0359916,34.10495087,76,Burned,2014-08-12,16.7,0
Site76,o9,NA,NA,1517.5,-119.0359916,34.10495087,76,Burned,2014-09-11,17.8,0
Site76,o10,NA,NA,1517.5,-119.0359916,34.10495087,76,Burned,2014-10-11,18.8,0
Site76,o11,NA,NA,1517.5,-119.0359916,34.10495087,76,Burned,2014-11-10,19.9,0
Site76,o12,NA,NA,1517.5,-119.0359916,34.10495087,76,Burned,2014-12-10,21,0
Site76,o13,NA,NA,1517.5,-119.0359916,34.10495087,76,Burned,2015-01-09,22,0
Site76,o14,0,0,1517.5,-119.0359916,34.10495087,76,Burned,2015-02-08,23.1,24
Site76,o15,0,0,1517.5,-119.0359916,34.10495087,76,Burned,2015-03-10,24.2,6
Site76,o16,NA,NA,1517.5,-119.0359916,34.10495087,76,Burned,2015-04-09,25.2,0
Site76,o17,NA,NA,1517.5,-119.0359916,34.10495087,76,Burned,2015-05-09,26.3,0
Site76,o18,NA,NA,1517.5,-119.0359916,34.10495087,76,Burned,2015-06-08,27.4,0
Site76,o19,NA,NA,1517.5,-119.0359916,34.10495087,76,Burned,2015-07-08,28.5,0
Site76,o20,NA,NA,1517.5,-119.0359916,34.10495087,76,Burned,2015-08-07,29.5,0
Site77,o1,NA,NA,2282,-119.035889,34.10490974,77,Small Patch,2014-01-14,9.2,0
Site77,o2,NA,NA,2282,-119.035889,34.10490974,77,Small Patch,2014-02-13,10.2,0
Site77,o3,NA,NA,2282,-119.035889,34.10490974,77,Small Patch,2014-03-15,11.3,0
Site77,o4,NA,NA,2282,-119.035889,34.10490974,77,Small Patch,2014-04-14,12.4,0
Site77,o5,NA,NA,2282,-119.035889,34.10490974,77,Small Patch,2014-05-14,13.5,0
Site77,o6,NA,NA,2282,-119.035889,34.10490974,77,Small Patch,2014-06-13,14.5,0
Site77,o7,NA,NA,2282,-119.035889,34.10490974,77,Small Patch,2014-07-13,15.6,0
Site77,o8,0,0,2282,-119.035889,34.10490974,77,Small Patch,2014-08-12,16.7,6
Site77,o9,0,0,2282,-119.035889,34.10490974,77,Small Patch,2014-09-11,17.8,30
Site77,o10,0,0,2282,-119.035889,34.10490974,77,Small Patch,2014-10-11,18.8,21
Site77,o11,NA,NA,2282,-119.035889,34.10490974,77,Small Patch,2014-11-10,19.9,0
Site77,o12,NA,NA,2282,-119.035889,34.10490974,77,Small Patch,2014-12-10,21,0
Site77,o13,NA,NA,2282,-119.035889,34.10490974,77,Small Patch,2015-01-09,22,0
Site77,o14,NA,NA,2282,-119.035889,34.10490974,77,Small Patch,2015-02-08,23.1,0
Site77,o15,NA,NA,2282,-119.035889,34.10490974,77,Small Patch,2015-03-10,24.2,0
Site77,o16,NA,NA,2282,-119.035889,34.10490974,77,Small Patch,2015-04-09,25.2,0
Site77,o17,NA,NA,2282,-119.035889,34.10490974,77,Small Patch,2015-05-09,26.3,0
Site77,o18,NA,NA,2282,-119.035889,34.10490974,77,Small Patch,2015-06-08,27.4,0
Site77,o19,NA,NA,2282,-119.035889,34.10490974,77,Small Patch,2015-07-08,28.5,0
Site77,o20,NA,NA,2282,-119.035889,34.10490974,77,Small Patch,2015-08-07,29.5,0
Site78,o1,NA,NA,454.2,-119.0649034,34.0903972,78,Burned,2014-01-14,9.2,0
Site78,o2,NA,NA,454.2,-119.0649034,34.0903972,78,Burned,2014-02-13,10.2,0
Site78,o3,NA,NA,454.2,-119.0649034,34.0903972,78,Burned,2014-03-15,11.3,0
Site78,o4,NA,NA,454.2,-119.0649034,34.0903972,78,Burned,2014-04-14,12.4,0
Site78,o5,NA,NA,454.2,-119.0649034,34.0903972,78,Burned,2014-05-14,13.5,0
Site78,o6,5,1,454.2,-119.0649034,34.0903972,78,Burned,2014-06-13,14.5,23
Site78,o7,10,2,454.2,-119.0649034,34.0903972,78,Burned,2014-07-13,15.6,30
Site78,o8,0,0,454.2,-119.0649034,34.0903972,78,Burned,2014-08-12,16.7,30
Site78,o9,0,0,454.2,-119.0649034,34.0903972,78,Burned,2014-09-11,17.8,30
Site78,o10,0,0,454.2,-119.0649034,34.0903972,78,Burned,2014-10-11,18.8,30
Site78,o11,0,0,454.2,-119.0649034,34.0903972,78,Burned,2014-11-10,19.9,30
Site78,o12,0,0,454.2,-119.0649034,34.0903972,78,Burned,2014-12-10,21,30
Site78,o13,0,0,454.2,-119.0649034,34.0903972,78,Burned,2015-01-09,22,30
Site78,o14,0,0,454.2,-119.0649034,34.0903972,78,Burned,2015-02-08,23.1,30
Site78,o15,0,0,454.2,-119.0649034,34.0903972,78,Burned,2015-03-10,24.2,30
Site78,o16,0,0,454.2,-119.0649034,34.0903972,78,Burned,2015-04-09,25.2,30
Site78,o17,1,1,454.2,-119.0649034,34.0903972,78,Burned,2015-05-09,26.3,19
Site78,o18,NA,NA,454.2,-119.0649034,34.0903972,78,Burned,2015-06-08,27.4,0
Site78,o19,NA,NA,454.2,-119.0649034,34.0903972,78,Burned,2015-07-08,28.5,0
Site78,o20,NA,NA,454.2,-119.0649034,34.0903972,78,Burned,2015-08-07,29.5,0
Site79,o1,NA,NA,72.1,-118.918501,34.17278678,79,Control,2014-01-14,9.2,0
Site79,o2,NA,NA,72.1,-118.918501,34.17278678,79,Control,2014-02-13,10.2,0
Site79,o3,NA,NA,72.1,-118.918501,34.17278678,79,Control,2014-03-15,11.3,0
Site79,o4,NA,NA,72.1,-118.918501,34.17278678,79,Control,2014-04-14,12.4,0
Site79,o5,NA,NA,72.1,-118.918501,34.17278678,79,Control,2014-05-14,13.5,0
Site79,o6,0,0,72.1,-118.918501,34.17278678,79,Control,2014-06-13,14.5,16
Site79,o7,0,0,72.1,-118.918501,34.17278678,79,Control,2014-07-13,15.6,30
Site79,o8,0,0,72.1,-118.918501,34.17278678,79,Control,2014-08-12,16.7,30
Site79,o9,0,0,72.1,-118.918501,34.17278678,79,Control,2014-09-11,17.8,30
Site79,o10,0,0,72.1,-118.918501,34.17278678,79,Control,2014-10-11,18.8,30
Site79,o11,0,4,72.1,-118.918501,34.17278678,79,Control,2014-11-10,19.9,19
Site79,o12,NA,NA,72.1,-118.918501,34.17278678,79,Control,2014-12-10,21,0
Site79,o13,NA,NA,72.1,-118.918501,34.17278678,79,Control,2015-01-09,22,0
Site79,o14,NA,NA,72.1,-118.918501,34.17278678,79,Control,2015-02-08,23.1,0
Site79,o15,NA,NA,72.1,-118.918501,34.17278678,79,Control,2015-03-10,24.2,0
Site79,o16,NA,NA,72.1,-118.918501,34.17278678,79,Control,2015-04-09,25.2,0
Site79,o17,NA,NA,72.1,-118.918501,34.17278678,79,Control,2015-05-09,26.3,0
Site79,o18,NA,NA,72.1,-118.918501,34.17278678,79,Control,2015-06-08,27.4,0
Site79,o19,NA,NA,72.1,-118.918501,34.17278678,79,Control,2015-07-08,28.5,0
Site79,o20,NA,NA,72.1,-118.918501,34.17278678,79,Control,2015-08-07,29.5,0
Site80,o1,NA,NA,957.5,-118.9761216,34.15635502,80,Large Patch,2014-01-14,9.2,0
Site80,o2,NA,NA,957.5,-118.9761216,34.15635502,80,Large Patch,2014-02-13,10.2,0
Site80,o3,NA,NA,957.5,-118.9761216,34.15635502,80,Large Patch,2014-03-15,11.3,0
Site80,o4,NA,NA,957.5,-118.9761216,34.15635502,80,Large Patch,2014-04-14,12.4,0
Site80,o5,NA,NA,957.5,-118.9761216,34.15635502,80,Large Patch,2014-05-14,13.5,0
Site80,o6,NA,NA,957.5,-118.9761216,34.15635502,80,Large Patch,2014-06-13,14.5,0
Site80,o7,NA,NA,957.5,-118.9761216,34.15635502,80,Large Patch,2014-07-13,15.6,0
Site80,o8,NA,NA,957.5,-118.9761216,34.15635502,80,Large Patch,2014-08-12,16.7,0
Site80,o9,NA,NA,957.5,-118.9761216,34.15635502,80,Large Patch,2014-09-11,17.8,0
Site80,o10,NA,NA,957.5,-118.9761216,34.15635502,80,Large Patch,2014-10-11,18.8,0
Site80,o11,0,0,957.5,-118.9761216,34.15635502,80,Large Patch,2014-11-10,19.9,26
Site80,o12,0,0,957.5,-118.9761216,34.15635502,80,Large Patch,2014-12-10,21,30
Site80,o13,0,0,957.5,-118.9761216,34.15635502,80,Large Patch,2015-01-09,22,9
Site80,o14,NA,NA,957.5,-118.9761216,34.15635502,80,Large Patch,2015-02-08,23.1,0
Site80,o15,NA,NA,957.5,-118.9761216,34.15635502,80,Large Patch,2015-03-10,24.2,0
Site80,o16,NA,NA,957.5,-118.9761216,34.15635502,80,Large Patch,2015-04-09,25.2,0
Site80,o17,NA,NA,957.5,-118.9761216,34.15635502,80,Large Patch,2015-05-09,26.3,0
Site80,o18,NA,NA,957.5,-118.9761216,34.15635502,80,Large Patch,2015-06-08,27.4,0
Site80,o19,NA,NA,957.5,-118.9761216,34.15635502,80,Large Patch,2015-07-08,28.5,0
Site80,o20,NA,NA,957.5,-118.9761216,34.15635502,80,Large Patch,2015-08-07,29.5,0
Site81,o1,NA,NA,1105,-118.9201161,34.07996975,81,Control,2014-01-14,9.2,0
Site81,o2,NA,NA,1105,-118.9201161,34.07996975,81,Control,2014-02-13,10.2,0
Site81,o3,NA,NA,1105,-118.9201161,34.07996975,81,Control,2014-03-15,11.3,0
Site81,o4,NA,NA,1105,-118.9201161,34.07996975,81,Control,2014-04-14,12.4,0
Site81,o5,NA,NA,1105,-118.9201161,34.07996975,81,Control,2014-05-14,13.5,0
Site81,o6,NA,NA,1105,-118.9201161,34.07996975,81,Control,2014-06-13,14.5,0
Site81,o7,NA,NA,1105,-118.9201161,34.07996975,81,Control,2014-07-13,15.6,0
Site81,o8,0,0,1105,-118.9201161,34.07996975,81,Control,2014-08-12,16.7,6
Site81,o9,0,0,1105,-118.9201161,34.07996975,81,Control,2014-09-11,17.8,30
Site81,o10,0,0,1105,-118.9201161,34.07996975,81,Control,2014-10-11,18.8,23
Site81,o11,NA,NA,1105,-118.9201161,34.07996975,81,Control,2014-11-10,19.9,0
Site81,o12,NA,NA,1105,-118.9201161,34.07996975,81,Control,2014-12-10,21,0
Site81,o13,NA,NA,1105,-118.9201161,34.07996975,81,Control,2015-01-09,22,0
Site81,o14,NA,NA,1105,-118.9201161,34.07996975,81,Control,2015-02-08,23.1,0
Site81,o15,NA,NA,1105,-118.9201161,34.07996975,81,Control,2015-03-10,24.2,0
Site81,o16,NA,NA,1105,-118.9201161,34.07996975,81,Control,2015-04-09,25.2,0
Site81,o17,NA,NA,1105,-118.9201161,34.07996975,81,Control,2015-05-09,26.3,0
Site81,o18,NA,NA,1105,-118.9201161,34.07996975,81,Control,2015-06-08,27.4,0
Site81,o19,NA,NA,1105,-118.9201161,34.07996975,81,Control,2015-07-08,28.5,0
Site81,o20,NA,NA,1105,-118.9201161,34.07996975,81,Control,2015-08-07,29.5,0
Site82,o1,NA,NA,229.1,-118.9531689,34.15557965,82,Control,2014-01-14,9.2,0
Site82,o2,NA,NA,229.1,-118.9531689,34.15557965,82,Control,2014-02-13,10.2,0
Site82,o3,NA,NA,229.1,-118.9531689,34.15557965,82,Control,2014-03-15,11.3,0
Site82,o4,NA,NA,229.1,-118.9531689,34.15557965,82,Control,2014-04-14,12.4,0
Site82,o5,NA,NA,229.1,-118.9531689,34.15557965,82,Control,2014-05-14,13.5,0
Site82,o6,NA,NA,229.1,-118.9531689,34.15557965,82,Control,2014-06-13,14.5,0
Site82,o7,NA,NA,229.1,-118.9531689,34.15557965,82,Control,2014-07-13,15.6,0
Site82,o8,NA,NA,229.1,-118.9531689,34.15557965,82,Control,2014-08-12,16.7,0
Site82,o9,NA,NA,229.1,-118.9531689,34.15557965,82,Control,2014-09-11,17.8,0
Site82,o10,NA,NA,229.1,-118.9531689,34.15557965,82,Control,2014-10-11,18.8,0
Site82,o11,NA,NA,229.1,-118.9531689,34.15557965,82,Control,2014-11-10,19.9,0
Site82,o12,NA,NA,229.1,-118.9531689,34.15557965,82,Control,2014-12-10,21,0
Site82,o13,0,0,229.1,-118.9531689,34.15557965,82,Control,2015-01-09,22,21
Site82,o14,0,0,229.1,-118.9531689,34.15557965,82,Control,2015-02-08,23.1,30
Site82,o15,0,0,229.1,-118.9531689,34.15557965,82,Control,2015-03-10,24.2,30
Site82,o16,0,0,229.1,-118.9531689,34.15557965,82,Control,2015-04-09,25.2,30
Site82,o17,0,0,229.1,-118.9531689,34.15557965,82,Control,2015-05-09,26.3,30
Site82,o18,3,0,229.1,-118.9531689,34.15557965,82,Control,2015-06-08,27.4,12
Site82,o19,NA,NA,229.1,-118.9531689,34.15557965,82,Control,2015-07-08,28.5,0
Site82,o20,NA,NA,229.1,-118.9531689,34.15557965,82,Control,2015-08-07,29.5,0
Site83,o1,NA,NA,56.1,-118.982473,34.16425262,83,Control,2014-01-14,9.2,0
Site83,o2,NA,NA,56.1,-118.982473,34.16425262,83,Control,2014-02-13,10.2,0
Site83,o3,NA,NA,56.1,-118.982473,34.16425262,83,Control,2014-03-15,11.3,0
Site83,o4,NA,NA,56.1,-118.982473,34.16425262,83,Control,2014-04-14,12.4,0
Site83,o5,NA,NA,56.1,-118.982473,34.16425262,83,Control,2014-05-14,13.5,0
Site83,o6,NA,NA,56.1,-118.982473,34.16425262,83,Control,2014-06-13,14.5,0
Site83,o7,NA,NA,56.1,-118.982473,34.16425262,83,Control,2014-07-13,15.6,0
Site83,o8,NA,NA,56.1,-118.982473,34.16425262,83,Control,2014-08-12,16.7,0
Site83,o9,NA,NA,56.1,-118.982473,34.16425262,83,Control,2014-09-11,17.8,0
Site83,o10,NA,NA,56.1,-118.982473,34.16425262,83,Control,2014-10-11,18.8,0
Site83,o11,NA,NA,56.1,-118.982473,34.16425262,83,Control,2014-11-10,19.9,0
Site83,o12,NA,NA,56.1,-118.982473,34.16425262,83,Control,2014-12-10,21,0
Site83,o13,0,0,56.1,-118.982473,34.16425262,83,Control,2015-01-09,22,22
Site83,o14,0,1,56.1,-118.982473,34.16425262,83,Control,2015-02-08,23.1,22
Site83,o15,NA,NA,56.1,-118.982473,34.16425262,83,Control,2015-03-10,24.2,0
Site83,o16,NA,NA,56.1,-118.982473,34.16425262,83,Control,2015-04-09,25.2,0
Site83,o17,NA,NA,56.1,-118.982473,34.16425262,83,Control,2015-05-09,26.3,0
Site83,o18,NA,NA,56.1,-118.982473,34.16425262,83,Control,2015-06-08,27.4,0
Site83,o19,NA,NA,56.1,-118.982473,34.16425262,83,Control,2015-07-08,28.5,0
Site83,o20,NA,NA,56.1,-118.982473,34.16425262,83,Control,2015-08-07,29.5,0
Site84,o1,NA,NA,18.3,-118.9862529,34.1786549,84,Small Patch,2014-01-14,9.2,0
